[2024-09-19T19:13:39.875+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data manual__2024-09-19T19:13:30.437483+00:00 [queued]>
[2024-09-19T19:13:39.885+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data manual__2024-09-19T19:13:30.437483+00:00 [queued]>
[2024-09-19T19:13:39.887+0000] {taskinstance.py:1359} INFO - Starting attempt 1 of 1
[2024-09-19T19:13:39.898+0000] {taskinstance.py:1380} INFO - Executing <Task(KafkaProduceOperator): generate_txn_fact_data> on 2024-09-19 19:13:30.437483+00:00
[2024-09-19T19:13:39.908+0000] {standard_task_runner.py:57} INFO - Started process 1913 to run task
[2024-09-19T19:13:39.914+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'manual__2024-09-19T19:13:30.437483+00:00', '--job-id', '68', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator.py', '--cfg-path', '/tmp/tmp4x091e7g']
[2024-09-19T19:13:39.917+0000] {standard_task_runner.py:85} INFO - Job 68: Subtask generate_txn_fact_data
[2024-09-19T19:13:39.968+0000] {task_command.py:415} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data manual__2024-09-19T19:13:30.437483+00:00 [running]> on host 48913e9acee9
[2024-09-19T19:13:40.108+0000] {taskinstance.py:1660} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='codewithyu' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2024-09-19T19:13:30.437483+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-09-19T19:13:30.437483+00:00'
[2024-09-19T19:13:40.116+0000] {conn.py:380} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.18.0.5', 9092)]>: connecting to kafka_broker:9092 [('172.18.0.5', 9092) IPv4]
[2024-09-19T19:13:40.119+0000] {conn.py:1205} INFO - Probing node bootstrap-0 broker version
[2024-09-19T19:13:40.124+0000] {conn.py:410} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.18.0.5', 9092)]>: Connection complete.
[2024-09-19T19:13:40.234+0000] {conn.py:1267} INFO - Broker version identified as 2.5.0
[2024-09-19T19:13:40.234+0000] {conn.py:1268} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2024-09-19T19:13:40.237+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000001', 'transaction_date': 1699730020236, 'account_id': 'A00037', 'customer_id': 'C00027', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00040', 'transaction_amount': 6313.6, 'exchange_rate': 0.8805}
[2024-09-19T19:13:40.253+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000067', 'transaction_date': 1714677220253, 'account_id': 'A00041', 'customer_id': 'C00018', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00068', 'transaction_amount': 2443.9, 'exchange_rate': 0.508}
[2024-09-19T19:13:40.253+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000068', 'transaction_date': 1716059620253, 'account_id': 'A00087', 'customer_id': 'C00051', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00060', 'transaction_amount': 6508.93, 'exchange_rate': 1.3762}
[2024-09-19T19:13:40.253+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000069', 'transaction_date': 1711307620253, 'account_id': 'A00022', 'customer_id': 'C00054', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00096', 'transaction_amount': 1498.51, 'exchange_rate': 1.1861}
[2024-09-19T19:13:40.254+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000070', 'transaction_date': 1696533220254, 'account_id': 'A00033', 'customer_id': 'C00051', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00075', 'transaction_amount': 9151.75, 'exchange_rate': 0.7285}
[2024-09-19T19:13:40.254+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000071', 'transaction_date': 1697224420254, 'account_id': 'A00085', 'customer_id': 'C00054', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00061', 'transaction_amount': 6027.98, 'exchange_rate': 0.7918}
[2024-09-19T19:13:40.254+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000072', 'transaction_date': 1710443620254, 'account_id': 'A00017', 'customer_id': 'C00048', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00081', 'transaction_amount': 5580.06, 'exchange_rate': 1.0399}
[2024-09-19T19:13:40.254+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000073', 'transaction_date': 1723922020254, 'account_id': 'A00076', 'customer_id': 'C00018', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00069', 'transaction_amount': 1106.9, 'exchange_rate': 1.3207}
[2024-09-19T19:13:40.255+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000074', 'transaction_date': 1698347620255, 'account_id': 'A00036', 'customer_id': 'C00044', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00100', 'transaction_amount': 2363.55, 'exchange_rate': 0.6876}
[2024-09-19T19:13:40.255+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000075', 'transaction_date': 1701112420255, 'account_id': 'A00025', 'customer_id': 'C00011', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00039', 'transaction_amount': 460.05, 'exchange_rate': 0.6154}
[2024-09-19T19:13:40.256+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000076', 'transaction_date': 1712517220255, 'account_id': 'A00098', 'customer_id': 'C00064', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00060', 'transaction_amount': 794.27, 'exchange_rate': 1.442}
[2024-09-19T19:13:40.256+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000077', 'transaction_date': 1710011620256, 'account_id': 'A00024', 'customer_id': 'C00097', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00005', 'transaction_amount': 1226.75, 'exchange_rate': 0.8426}
[2024-09-19T19:13:40.256+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000078', 'transaction_date': 1695842020256, 'account_id': 'A00038', 'customer_id': 'C00085', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00043', 'transaction_amount': 382.39, 'exchange_rate': 0.9618}
[2024-09-19T19:13:40.257+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000079', 'transaction_date': 1698002020256, 'account_id': 'A00022', 'customer_id': 'C00021', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00027', 'transaction_amount': 4389.97, 'exchange_rate': 1.0972}
[2024-09-19T19:13:40.257+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000080', 'transaction_date': 1714245220257, 'account_id': 'A00012', 'customer_id': 'C00030', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00056', 'transaction_amount': 5887.4, 'exchange_rate': 0.8224}
[2024-09-19T19:13:40.257+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000081', 'transaction_date': 1700075620257, 'account_id': 'A00045', 'customer_id': 'C00024', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00005', 'transaction_amount': 1447.04, 'exchange_rate': 0.9922}
[2024-09-19T19:13:40.258+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000082', 'transaction_date': 1705778020258, 'account_id': 'A00040', 'customer_id': 'C00037', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00056', 'transaction_amount': 3443.23, 'exchange_rate': 1.4142}
[2024-09-19T19:13:40.258+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000083', 'transaction_date': 1701630820258, 'account_id': 'A00048', 'customer_id': 'C00014', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00100', 'transaction_amount': 5715.47, 'exchange_rate': 1.4883}
[2024-09-19T19:13:40.259+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000084', 'transaction_date': 1719602020258, 'account_id': 'A00001', 'customer_id': 'C00056', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00001', 'transaction_amount': 4323.17, 'exchange_rate': 1.215}
[2024-09-19T19:13:40.259+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000085', 'transaction_date': 1709579620259, 'account_id': 'A00080', 'customer_id': 'C00074', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00048', 'transaction_amount': 9930.91, 'exchange_rate': 0.8876}
[2024-09-19T19:13:40.259+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000086', 'transaction_date': 1723317220259, 'account_id': 'A00100', 'customer_id': 'C00008', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00040', 'transaction_amount': 5346.34, 'exchange_rate': 0.5047}
[2024-09-19T19:13:40.260+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000087', 'transaction_date': 1720552420260, 'account_id': 'A00005', 'customer_id': 'C00099', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00014', 'transaction_amount': 7106.62, 'exchange_rate': 1.4928}
[2024-09-19T19:13:40.261+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000088', 'transaction_date': 1716837220261, 'account_id': 'A00077', 'customer_id': 'C00071', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00027', 'transaction_amount': 2421.0, 'exchange_rate': 1.0211}
[2024-09-19T19:13:40.263+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000089', 'transaction_date': 1696101220263, 'account_id': 'A00074', 'customer_id': 'C00100', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00017', 'transaction_amount': 4656.02, 'exchange_rate': 1.3997}
[2024-09-19T19:13:40.263+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000090', 'transaction_date': 1698952420263, 'account_id': 'A00060', 'customer_id': 'C00042', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00081', 'transaction_amount': 8724.77, 'exchange_rate': 1.076}
[2024-09-19T19:13:40.263+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000091', 'transaction_date': 1720293220263, 'account_id': 'A00091', 'customer_id': 'C00076', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00013', 'transaction_amount': 329.57, 'exchange_rate': 0.5525}
[2024-09-19T19:13:40.264+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000092', 'transaction_date': 1724699620264, 'account_id': 'A00088', 'customer_id': 'C00084', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00023', 'transaction_amount': 8271.38, 'exchange_rate': 0.958}
[2024-09-19T19:13:40.264+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000093', 'transaction_date': 1716405220264, 'account_id': 'A00048', 'customer_id': 'C00096', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00011', 'transaction_amount': 2791.57, 'exchange_rate': 1.192}
[2024-09-19T19:13:40.265+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000094', 'transaction_date': 1697397220264, 'account_id': 'A00058', 'customer_id': 'C00040', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00050', 'transaction_amount': 4222.43, 'exchange_rate': 0.6338}
[2024-09-19T19:13:40.265+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000095', 'transaction_date': 1696878820265, 'account_id': 'A00035', 'customer_id': 'C00094', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00061', 'transaction_amount': 7484.49, 'exchange_rate': 1.4104}
[2024-09-19T19:13:40.265+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000096', 'transaction_date': 1708283620265, 'account_id': 'A00061', 'customer_id': 'C00081', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00084', 'transaction_amount': 2274.62, 'exchange_rate': 1.4749}
[2024-09-19T19:13:40.266+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000097', 'transaction_date': 1709320420266, 'account_id': 'A00089', 'customer_id': 'C00038', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00100', 'transaction_amount': 7411.76, 'exchange_rate': 1.1798}
[2024-09-19T19:13:40.266+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000098', 'transaction_date': 1706382820266, 'account_id': 'A00021', 'customer_id': 'C00050', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00092', 'transaction_amount': 7253.31, 'exchange_rate': 1.1115}
[2024-09-19T19:13:40.267+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000099', 'transaction_date': 1722798820267, 'account_id': 'A00091', 'customer_id': 'C00015', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00066', 'transaction_amount': 5283.14, 'exchange_rate': 0.5913}
[2024-09-19T19:13:40.267+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000100', 'transaction_date': 1719688420267, 'account_id': 'A00005', 'customer_id': 'C00035', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00084', 'transaction_amount': 4399.06, 'exchange_rate': 0.9337}
[2024-09-19T19:13:40.239+0000] {conn.py:410} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.18.0.5', 9092)]>: Connection complete.
[2024-09-19T19:13:40.267+0000] {conn.py:919} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connected> [IPv4 ('172.18.0.5', 9092)]>: Closing connection. 
[2024-09-19T19:13:40.349+0000] {kafka_operator.py:64} INFO - 100 transaction records has been sent to kafka topic transaction_facts!
[2024-09-19T19:13:40.360+0000] {conn.py:919} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connected> [IPv4 ('172.18.0.5', 9092)]>: Closing connection. 
[2024-09-19T19:13:40.413+0000] {taskinstance.py:1398} INFO - Marking task as SUCCESS. dag_id=transaction_facts_generator, task_id=generate_txn_fact_data, execution_date=20240919T191330, start_date=20240919T191339, end_date=20240919T191340
[2024-09-19T19:13:40.503+0000] {local_task_job_runner.py:228} INFO - Task exited with return code 0
[2024-09-19T19:13:40.562+0000] {taskinstance.py:2776} INFO - 0 downstream tasks scheduled from follow-on schedule check
