[2024-09-15T16:43:57.449+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data manual__2024-09-15T16:43:53.634795+00:00 [queued]>
[2024-09-15T16:43:57.459+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data manual__2024-09-15T16:43:53.634795+00:00 [queued]>
[2024-09-15T16:43:57.460+0000] {taskinstance.py:1359} INFO - Starting attempt 1 of 1
[2024-09-15T16:43:57.472+0000] {taskinstance.py:1380} INFO - Executing <Task(KafkaProduceOperator): generate_txn_fact_data> on 2024-09-15 16:43:53.634795+00:00
[2024-09-15T16:43:57.481+0000] {standard_task_runner.py:57} INFO - Started process 4087 to run task
[2024-09-15T16:43:57.489+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'manual__2024-09-15T16:43:53.634795+00:00', '--job-id', '5', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator.py', '--cfg-path', '/tmp/tmp2wteoqwt']
[2024-09-15T16:43:57.507+0000] {standard_task_runner.py:85} INFO - Job 5: Subtask generate_txn_fact_data
[2024-09-15T16:43:57.586+0000] {task_command.py:415} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data manual__2024-09-15T16:43:53.634795+00:00 [running]> on host 035d47951d03
[2024-09-15T16:43:57.654+0000] {taskinstance.py:1660} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='codewithyu' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2024-09-15T16:43:53.634795+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-09-15T16:43:53.634795+00:00'
[2024-09-15T16:43:57.659+0000] {conn.py:380} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.18.0.5', 9092)]>: connecting to kafka_broker:9092 [('172.18.0.5', 9092) IPv4]
[2024-09-15T16:43:57.661+0000] {conn.py:1205} INFO - Probing node bootstrap-0 broker version
[2024-09-15T16:43:57.663+0000] {conn.py:410} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.18.0.5', 9092)]>: Connection complete.
[2024-09-15T16:43:57.773+0000] {conn.py:1267} INFO - Broker version identified as 2.5.0
[2024-09-15T16:43:57.774+0000] {conn.py:1268} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2024-09-15T16:43:57.939+0000] {conn.py:380} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.18.0.5', 9092)]>: connecting to kafka_broker:9092 [('172.18.0.5', 9092) IPv4]
[2024-09-15T16:43:57.944+0000] {conn.py:410} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.18.0.5', 9092)]>: Connection complete.
[2024-09-15T16:43:57.946+0000] {conn.py:919} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connected> [IPv4 ('172.18.0.5', 9092)]>: Closing connection. 
[2024-09-15T16:43:58.346+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000001', 'transaction_date': 1705250637777, 'account_id': 'A00087', 'customer_id': 'C00092', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00100', 'transaction_amount': 2463.86, 'exchange_rate': 1.0185}
[2024-09-15T16:43:58.395+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000064', 'transaction_date': 1705509838395, 'account_id': 'A00056', 'customer_id': 'C00032', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00038', 'transaction_amount': 845.19, 'exchange_rate': 0.5487}
[2024-09-15T16:43:58.396+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000065', 'transaction_date': 1700498638396, 'account_id': 'A00054', 'customer_id': 'C00008', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00097', 'transaction_amount': 1694.12, 'exchange_rate': 0.703}
[2024-09-15T16:43:58.397+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000066', 'transaction_date': 1698252238397, 'account_id': 'A00077', 'customer_id': 'C00012', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00014', 'transaction_amount': 881.92, 'exchange_rate': 0.7308}
[2024-09-15T16:43:58.397+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000067', 'transaction_date': 1704213838397, 'account_id': 'A00056', 'customer_id': 'C00014', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00067', 'transaction_amount': 2617.6, 'exchange_rate': 0.5942}
[2024-09-15T16:43:58.398+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000068', 'transaction_date': 1715445838397, 'account_id': 'A00037', 'customer_id': 'C00007', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00001', 'transaction_amount': 9069.03, 'exchange_rate': 1.3965}
[2024-09-15T16:43:58.398+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000069', 'transaction_date': 1715013838398, 'account_id': 'A00038', 'customer_id': 'C00075', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00093', 'transaction_amount': 5859.37, 'exchange_rate': 0.7823}
[2024-09-15T16:43:58.398+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000070', 'transaction_date': 1723913038398, 'account_id': 'A00081', 'customer_id': 'C00002', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00077', 'transaction_amount': 9224.65, 'exchange_rate': 1.4244}
[2024-09-15T16:43:58.399+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000071', 'transaction_date': 1721061838399, 'account_id': 'A00055', 'customer_id': 'C00007', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00023', 'transaction_amount': 1521.89, 'exchange_rate': 1.0432}
[2024-09-15T16:43:58.399+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000072', 'transaction_date': 1705337038399, 'account_id': 'A00079', 'customer_id': 'C00060', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00023', 'transaction_amount': 8167.38, 'exchange_rate': 1.3037}
[2024-09-15T16:43:58.400+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000073', 'transaction_date': 1723999438400, 'account_id': 'A00059', 'customer_id': 'C00026', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00010', 'transaction_amount': 452.1, 'exchange_rate': 0.7257}
[2024-09-15T16:43:58.400+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000074', 'transaction_date': 1723653838400, 'account_id': 'A00091', 'customer_id': 'C00023', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00022', 'transaction_amount': 5237.42, 'exchange_rate': 1.2128}
[2024-09-15T16:43:58.401+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000075', 'transaction_date': 1697906638401, 'account_id': 'A00058', 'customer_id': 'C00098', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00100', 'transaction_amount': 495.87, 'exchange_rate': 0.9732}
[2024-09-15T16:43:58.401+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000076', 'transaction_date': 1711730638401, 'account_id': 'A00012', 'customer_id': 'C00030', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00095', 'transaction_amount': 1360.03, 'exchange_rate': 0.5912}
[2024-09-15T16:43:58.402+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000077', 'transaction_date': 1699634638401, 'account_id': 'A00042', 'customer_id': 'C00042', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00028', 'transaction_amount': 7248.41, 'exchange_rate': 1.4309}
[2024-09-15T16:43:58.402+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000078', 'transaction_date': 1699721038402, 'account_id': 'A00051', 'customer_id': 'C00008', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00096', 'transaction_amount': 9448.54, 'exchange_rate': 0.7966}
[2024-09-15T16:43:58.402+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000079', 'transaction_date': 1699980238402, 'account_id': 'A00040', 'customer_id': 'C00022', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00047', 'transaction_amount': 9241.81, 'exchange_rate': 1.3763}
[2024-09-15T16:43:58.403+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000080', 'transaction_date': 1709311438403, 'account_id': 'A00088', 'customer_id': 'C00047', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00063', 'transaction_amount': 9624.89, 'exchange_rate': 1.2974}
[2024-09-15T16:43:58.403+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000081', 'transaction_date': 1701621838403, 'account_id': 'A00076', 'customer_id': 'C00029', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00030', 'transaction_amount': 5993.81, 'exchange_rate': 0.9745}
[2024-09-15T16:43:58.404+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000082', 'transaction_date': 1724085838404, 'account_id': 'A00080', 'customer_id': 'C00048', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00061', 'transaction_amount': 2177.71, 'exchange_rate': 0.714}
[2024-09-15T16:43:58.404+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000083', 'transaction_date': 1707497038404, 'account_id': 'A00096', 'customer_id': 'C00075', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00031', 'transaction_amount': 3213.94, 'exchange_rate': 0.9408}
[2024-09-15T16:43:58.405+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000084', 'transaction_date': 1704300238405, 'account_id': 'A00058', 'customer_id': 'C00041', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00057', 'transaction_amount': 3594.87, 'exchange_rate': 0.7122}
[2024-09-15T16:43:58.405+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000085', 'transaction_date': 1724345038405, 'account_id': 'A00027', 'customer_id': 'C00069', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00067', 'transaction_amount': 8752.74, 'exchange_rate': 1.076}
[2024-09-15T16:43:58.405+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000086', 'transaction_date': 1700239438405, 'account_id': 'A00069', 'customer_id': 'C00027', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00089', 'transaction_amount': 8638.99, 'exchange_rate': 0.8107}
[2024-09-15T16:43:58.406+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000087', 'transaction_date': 1715445838406, 'account_id': 'A00039', 'customer_id': 'C00012', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00002', 'transaction_amount': 4317.24, 'exchange_rate': 1.2289}
[2024-09-15T16:43:58.406+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000088', 'transaction_date': 1711471438406, 'account_id': 'A00037', 'customer_id': 'C00092', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00086', 'transaction_amount': 2671.48, 'exchange_rate': 0.7992}
[2024-09-15T16:43:58.406+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000089', 'transaction_date': 1708620238406, 'account_id': 'A00031', 'customer_id': 'C00099', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00005', 'transaction_amount': 4542.39, 'exchange_rate': 1.2427}
[2024-09-15T16:43:58.407+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000090', 'transaction_date': 1722962638407, 'account_id': 'A00094', 'customer_id': 'C00047', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00083', 'transaction_amount': 9450.89, 'exchange_rate': 0.6823}
[2024-09-15T16:43:58.407+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000091', 'transaction_date': 1702140238407, 'account_id': 'A00093', 'customer_id': 'C00037', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00006', 'transaction_amount': 369.11, 'exchange_rate': 0.7052}
[2024-09-15T16:43:58.408+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000092', 'transaction_date': 1699721038407, 'account_id': 'A00025', 'customer_id': 'C00087', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00036', 'transaction_amount': 9652.05, 'exchange_rate': 0.9184}
[2024-09-15T16:43:58.408+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000093', 'transaction_date': 1696783438408, 'account_id': 'A00076', 'customer_id': 'C00040', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00065', 'transaction_amount': 2425.54, 'exchange_rate': 0.9666}
[2024-09-15T16:43:58.408+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000094', 'transaction_date': 1702313038408, 'account_id': 'A00044', 'customer_id': 'C00043', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00047', 'transaction_amount': 8435.39, 'exchange_rate': 1.1158}
[2024-09-15T16:43:58.409+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000095', 'transaction_date': 1699721038409, 'account_id': 'A00099', 'customer_id': 'C00054', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00044', 'transaction_amount': 287.48, 'exchange_rate': 1.4142}
[2024-09-15T16:43:58.410+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000096', 'transaction_date': 1710175438410, 'account_id': 'A00016', 'customer_id': 'C00095', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00041', 'transaction_amount': 326.27, 'exchange_rate': 0.9581}
[2024-09-15T16:43:58.410+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000097', 'transaction_date': 1710434638410, 'account_id': 'A00084', 'customer_id': 'C00097', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00030', 'transaction_amount': 6789.96, 'exchange_rate': 0.789}
[2024-09-15T16:43:58.411+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000098', 'transaction_date': 1717087438411, 'account_id': 'A00026', 'customer_id': 'C00005', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00070', 'transaction_amount': 4473.33, 'exchange_rate': 0.8761}
[2024-09-15T16:43:58.411+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000099', 'transaction_date': 1704473038411, 'account_id': 'A00040', 'customer_id': 'C00057', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00044', 'transaction_amount': 1858.52, 'exchange_rate': 0.6972}
[2024-09-15T16:43:58.412+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000100', 'transaction_date': 1722530638412, 'account_id': 'A00045', 'customer_id': 'C00001', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00067', 'transaction_amount': 2176.88, 'exchange_rate': 1.2982}
[2024-09-15T16:43:58.412+0000] {kafka_operator.py:64} INFO - 100 transaction records has been sent to kafka topic transaction_facts!
[2024-09-15T16:43:58.413+0000] {conn.py:919} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connected> [IPv4 ('172.18.0.5', 9092)]>: Closing connection. 
[2024-09-15T16:43:58.443+0000] {taskinstance.py:1398} INFO - Marking task as SUCCESS. dag_id=transaction_facts_generator, task_id=generate_txn_fact_data, execution_date=20240915T164353, start_date=20240915T164357, end_date=20240915T164358
[2024-09-15T16:43:58.474+0000] {local_task_job_runner.py:228} INFO - Task exited with return code 0
[2024-09-15T16:43:58.539+0000] {taskinstance.py:2776} INFO - 0 downstream tasks scheduled from follow-on schedule check
