[2024-09-19T18:05:33.279+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-09-15T00:00:00+00:00 [queued]>
[2024-09-19T18:05:37.391+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-09-15T00:00:00+00:00 [queued]>
[2024-09-19T18:05:37.510+0000] {taskinstance.py:1359} INFO - Starting attempt 1 of 1
[2024-09-19T18:05:41.218+0000] {taskinstance.py:1380} INFO - Executing <Task(KafkaProduceOperator): generate_txn_fact_data> on 2024-09-15 00:00:00+00:00
[2024-09-19T18:05:44.361+0000] {standard_task_runner.py:57} INFO - Started process 298 to run task
[2024-09-19T18:05:44.580+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'scheduled__2024-09-15T00:00:00+00:00', '--job-id', '14', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator.py', '--cfg-path', '/tmp/tmpah0jm1fo']
[2024-09-19T18:05:50.292+0000] {standard_task_runner.py:85} INFO - Job 14: Subtask generate_txn_fact_data
[2024-09-19T18:06:22.180+0000] {task_command.py:415} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-09-15T00:00:00+00:00 [running]> on host 035d47951d03
[2024-09-19T18:06:51.982+0000] {taskinstance.py:1660} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='codewithyu' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2024-09-15T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2024-09-15T00:00:00+00:00'
[2024-09-19T18:06:53.356+0000] {conn.py:380} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.18.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.18.0.4', 9092) IPv4]
[2024-09-19T18:06:53.807+0000] {conn.py:1205} INFO - Probing node bootstrap-0 broker version
[2024-09-19T18:06:54.127+0000] {conn.py:410} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.18.0.4', 9092)]>: Connection complete.
[2024-09-19T18:06:56.859+0000] {conn.py:1267} INFO - Broker version identified as 2.5.0
[2024-09-19T18:06:56.947+0000] {conn.py:1268} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2024-09-19T18:06:58.864+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000001', 'transaction_date': 1714759618298, 'account_id': 'A00078', 'customer_id': 'C00068', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00074', 'transaction_amount': 8726.66, 'exchange_rate': 1.1145}
[2024-09-19T18:07:00.361+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000066', 'transaction_date': 1723831620354, 'account_id': 'A00021', 'customer_id': 'C00006', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00001', 'transaction_amount': 2918.59, 'exchange_rate': 1.2852}
[2024-09-19T18:07:00.367+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000067', 'transaction_date': 1723399620367, 'account_id': 'A00091', 'customer_id': 'C00002', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00032', 'transaction_amount': 9110.21, 'exchange_rate': 0.8249}
[2024-09-19T18:07:00.368+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000068', 'transaction_date': 1713982020368, 'account_id': 'A00032', 'customer_id': 'C00079', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00089', 'transaction_amount': 8311.89, 'exchange_rate': 1.0675}
[2024-09-19T18:07:00.369+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000069', 'transaction_date': 1702231620369, 'account_id': 'A00013', 'customer_id': 'C00056', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00096', 'transaction_amount': 4684.39, 'exchange_rate': 0.604}
[2024-09-19T18:07:00.369+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000070', 'transaction_date': 1714846020369, 'account_id': 'A00068', 'customer_id': 'C00070', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00069', 'transaction_amount': 7452.96, 'exchange_rate': 1.0864}
[2024-09-19T18:07:00.370+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000071', 'transaction_date': 1720289220370, 'account_id': 'A00082', 'customer_id': 'C00089', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00093', 'transaction_amount': 1005.35, 'exchange_rate': 0.9737}
[2024-09-19T18:07:00.380+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000072', 'transaction_date': 1696874820380, 'account_id': 'A00065', 'customer_id': 'C00018', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00063', 'transaction_amount': 5753.17, 'exchange_rate': 0.6893}
[2024-09-19T18:07:00.383+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000073', 'transaction_date': 1724522820382, 'account_id': 'A00035', 'customer_id': 'C00021', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00006', 'transaction_amount': 9611.38, 'exchange_rate': 1.1148}
[2024-09-19T18:07:00.383+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000074', 'transaction_date': 1708452420383, 'account_id': 'A00015', 'customer_id': 'C00021', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00015', 'transaction_amount': 2357.39, 'exchange_rate': 0.9259}
[2024-09-19T18:07:00.384+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000075', 'transaction_date': 1723918020384, 'account_id': 'A00001', 'customer_id': 'C00026', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00085', 'transaction_amount': 4001.78, 'exchange_rate': 0.5865}
[2024-09-19T18:07:00.391+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000076', 'transaction_date': 1704218820391, 'account_id': 'A00097', 'customer_id': 'C00017', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00064', 'transaction_amount': 4198.63, 'exchange_rate': 1.041}
[2024-09-19T18:07:00.393+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000077', 'transaction_date': 1715623620392, 'account_id': 'A00057', 'customer_id': 'C00080', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00092', 'transaction_amount': 5480.46, 'exchange_rate': 0.9455}
[2024-09-19T18:07:00.403+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000078', 'transaction_date': 1715278020396, 'account_id': 'A00008', 'customer_id': 'C00069', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00033', 'transaction_amount': 3030.31, 'exchange_rate': 0.5753}
[2024-09-19T18:07:00.404+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000079', 'transaction_date': 1701540420404, 'account_id': 'A00030', 'customer_id': 'C00045', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00031', 'transaction_amount': 9961.82, 'exchange_rate': 1.1045}
[2024-09-19T18:07:00.425+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000080', 'transaction_date': 1723226820425, 'account_id': 'A00098', 'customer_id': 'C00080', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00073', 'transaction_amount': 1354.85, 'exchange_rate': 0.8221}
[2024-09-19T18:07:00.427+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000081', 'transaction_date': 1717524420427, 'account_id': 'A00052', 'customer_id': 'C00065', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00071', 'transaction_amount': 2153.05, 'exchange_rate': 1.3625}
[2024-09-19T18:07:00.427+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000082', 'transaction_date': 1719425220427, 'account_id': 'A00061', 'customer_id': 'C00048', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00047', 'transaction_amount': 2367.9, 'exchange_rate': 1.0455}
[2024-09-19T18:07:00.427+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000083', 'transaction_date': 1715450820427, 'account_id': 'A00022', 'customer_id': 'C00028', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00008', 'transaction_amount': 2655.13, 'exchange_rate': 0.5637}
[2024-09-19T18:07:00.428+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000084', 'transaction_date': 1698948420428, 'account_id': 'A00060', 'customer_id': 'C00008', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00025', 'transaction_amount': 9231.65, 'exchange_rate': 1.0188}
[2024-09-19T18:07:00.428+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000085', 'transaction_date': 1699985220428, 'account_id': 'A00096', 'customer_id': 'C00093', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00099', 'transaction_amount': 344.27, 'exchange_rate': 0.8904}
[2024-09-19T18:07:00.428+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000086', 'transaction_date': 1697220420428, 'account_id': 'A00029', 'customer_id': 'C00045', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00069', 'transaction_amount': 2938.98, 'exchange_rate': 1.3313}
[2024-09-19T18:07:00.436+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000087', 'transaction_date': 1699898820436, 'account_id': 'A00074', 'customer_id': 'C00078', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00088', 'transaction_amount': 4307.91, 'exchange_rate': 1.1267}
[2024-09-19T18:07:00.440+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000088', 'transaction_date': 1700590020439, 'account_id': 'A00016', 'customer_id': 'C00096', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00044', 'transaction_amount': 8107.44, 'exchange_rate': 1.0942}
[2024-09-19T18:07:00.459+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000089', 'transaction_date': 1722708420458, 'account_id': 'A00018', 'customer_id': 'C00026', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00007', 'transaction_amount': 9216.57, 'exchange_rate': 0.6366}
[2024-09-19T18:07:00.484+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000090', 'transaction_date': 1698257220483, 'account_id': 'A00099', 'customer_id': 'C00086', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00017', 'transaction_amount': 392.63, 'exchange_rate': 0.7802}
[2024-09-19T18:07:00.485+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000091', 'transaction_date': 1695578820484, 'account_id': 'A00066', 'customer_id': 'C00068', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00007', 'transaction_amount': 3037.21, 'exchange_rate': 1.2152}
[2024-09-19T18:07:00.493+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000092', 'transaction_date': 1719857220493, 'account_id': 'A00084', 'customer_id': 'C00092', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00083', 'transaction_amount': 9333.62, 'exchange_rate': 0.5267}
[2024-09-19T18:07:00.512+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000093', 'transaction_date': 1701540420498, 'account_id': 'A00027', 'customer_id': 'C00044', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00038', 'transaction_amount': 1898.55, 'exchange_rate': 0.964}
[2024-09-19T18:07:00.514+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000094', 'transaction_date': 1710612420514, 'account_id': 'A00013', 'customer_id': 'C00081', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00096', 'transaction_amount': 2176.55, 'exchange_rate': 1.3865}
[2024-09-19T18:07:00.515+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000095', 'transaction_date': 1707415620515, 'account_id': 'A00025', 'customer_id': 'C00005', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00082', 'transaction_amount': 7574.5, 'exchange_rate': 1.4618}
[2024-09-19T18:07:00.520+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000096', 'transaction_date': 1695838020520, 'account_id': 'A00014', 'customer_id': 'C00053', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00037', 'transaction_amount': 785.64, 'exchange_rate': 0.7656}
[2024-09-19T18:07:00.532+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000097', 'transaction_date': 1715796420531, 'account_id': 'A00053', 'customer_id': 'C00070', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00075', 'transaction_amount': 3080.83, 'exchange_rate': 1.1547}
[2024-09-19T18:07:00.532+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000098', 'transaction_date': 1699207620532, 'account_id': 'A00087', 'customer_id': 'C00066', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00015', 'transaction_amount': 1552.71, 'exchange_rate': 1.0379}
[2024-09-19T18:07:00.533+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000099', 'transaction_date': 1706206020533, 'account_id': 'A00060', 'customer_id': 'C00012', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00018', 'transaction_amount': 1995.52, 'exchange_rate': 1.292}
[2024-09-19T18:07:00.534+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000100', 'transaction_date': 1724090820534, 'account_id': 'A00056', 'customer_id': 'C00093', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00022', 'transaction_amount': 4300.91, 'exchange_rate': 1.4702}
[2024-09-19T18:07:00.598+0000] {kafka_operator.py:64} INFO - 100 transaction records has been sent to kafka topic transaction_facts!
[2024-09-19T18:07:00.634+0000] {conn.py:919} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connected> [IPv4 ('172.18.0.4', 9092)]>: Closing connection. 
[2024-09-19T18:07:03.770+0000] {taskinstance.py:1398} INFO - Marking task as SUCCESS. dag_id=transaction_facts_generator, task_id=generate_txn_fact_data, execution_date=20240915T000000, start_date=20240919T180533, end_date=20240919T180703
[2024-09-19T18:07:05.338+0000] {local_task_job_runner.py:228} INFO - Task exited with return code 0
[2024-09-19T18:07:06.590+0000] {taskinstance.py:2776} INFO - 0 downstream tasks scheduled from follow-on schedule check
